Uberstrain	Name	Data_Source(Accession_No.;Sequencing_Platform;Sequencing_Library;Insert_Size;Experiment;Bases;Average_Length;Status)	Barcode	Source_Niche	Source_Type	Source_Details	Collection_Year	Collection_Month	Collection_Day	Collection_Time	Continent	Country	Region	District	City	Post_Code	Latitude	Longitude	Serovar	Subspecies	Disease	Antigenic_Formulas	Phage_Type	Lab_Contact	Comment	Bio_Project_ID	Project_ID	Sample_ID	Secondary_Sample_ID	Date_Entered	Release_Date	ST	eBG	Serotype_(Predicted)	Lineage	Status	Coverage	N50	Length	Species	Contig_Number(>=200_bp)	Low_Quality_Bases	Version	SISTR1_Serovar	SISTR1_Serogroup	SeqSero2_Serovar	SeqSero2_Serogroup	wgMLST	cgMLST	HC0	HC2	HC5	HC10	HC20	HC50	HC100	HC200	HC400	HC900	HC2000	HC2600	HC2850	Lab_Contact_Lowercase	Accession_No	Sequencing_Platform	Sequencing_Library	Insert_Size	Experiment	Bases	Average_Length
SAL_FA6723AA	43_M4657	SRR3476823;ILLUMINA;Paired;;SRX1741507;314300250;99	SAL_FA6723AA	Human	Human	Homo sapiens; Stools	2014	3	NA	NA	Oceania	Australia	NA	City of Parramatta Council	Sydney	NA	-33.86	151.2094	Typhimurium	I	NA	NA	DT135(Aus)	NSW Health Pathology - CIDM-PH, ICPMR	Phillips A. 2016 PM:27629541	PRJNA320449	SRP074336	SAMN04939479	SRS1421068	2016-05-16	2016-05-10	19	1	Typhimurium	ND	Assembled	65	331000	4887192	Salmonella enterica;98.33%	68	23093	4	Typhimurium	B	Typhimurium	4	187778	39888	39888	1852	1852	1852	1852	1503	1503	2	2	2	2	2	2	nsw health pathology - cidm-ph, icpmr	SRR3476823	ILLUMINA	Paired	_	SRX1741507	314300250	99
SAL_FA6724AA	5_A4078	SRR3476822;ILLUMINA;Paired;;SRX1741506;559836288;99	SAL_FA6724AA	Human	Human	Homo sapiens; Stools	2014	1	NA	NA	Oceania	Australia	NA	City of Parramatta Council	Sydney	NA	-33.86	151.2094	Typhimurium	I	NA	NA	DT135(Aus)	NSW Health Pathology - CIDM-PH, ICPMR	Phillips A. 2016 PM:27629541	PRJNA320449	SRP074336	SAMN04939443	SRS1421067	2016-05-16	2016-05-10	19	1	Typhimurium	ND	Assembled	116	413419	4887921	Salmonella enterica;98.33%	61	21017	4	Typhimurium	B	Typhimurium	4	187780	39888	39888	1852	1852	1852	1852	1503	1503	2	2	2	2	2	2	nsw health pathology - cidm-ph, icpmr	SRR3476822	ILLUMINA	Paired	_	SRX1741506	559836288	99
SAL_FA6725AA	42_M5132	SRR3476821;ILLUMINA;Paired;;SRX1741505;523339542;99	SAL_FA6725AA	Human	Human	Homo sapiens; Stools	2014	3	NA	NA	Oceania	Australia	NA	City of Parramatta Council	Sydney	NA	-33.86	151.2094	Typhimurium	I	NA	NA	DT135(Aus)	NSW Health Pathology - CIDM-PH, ICPMR	Phillips A. 2016 PM:27629541	PRJNA320449	SRP074336	SAMN04939478	SRS1421066	2016-05-16	2016-05-10	19	1	Typhimurium	ND	Assembled	108	434239	4930508	Salmonella enterica;96.66%	65	61059	4	Typhimurium	B	Typhimurium	4	187781	39888	39888	1852	1852	1852	1852	1503	1503	2	2	2	2	2	2	nsw health pathology - cidm-ph, icpmr	SRR3476821	ILLUMINA	Paired	_	SRX1741505	523339542	99
SAL_FA6726AA	41_M2107	SRR3476820;ILLUMINA;Paired;;SRX1741504;276460200;100	SAL_FA6726AA	Human	Human	Homo sapiens; Stools	2014	3	NA	NA	Oceania	Australia	NA	City of Parramatta Council	Sydney	NA	-33.86	151.2094	Typhimurium	I	NA	NA	DT135(Aus)	NSW Health Pathology - CIDM-PH, ICPMR	Phillips A. 2016 PM:27629541	PRJNA320449	SRP074336	SAMN04939477	SRS1421065	2016-05-16	2016-05-10	19	1	Typhimurium	ND	Assembled	57	164093	4874573	Salmonella enterica;98.95%	92	51439	4	Typhimurium	B	ND	-	187782	152946	39888	1852	1852	1852	1852	1503	1503	2	2	2	2	2	2	nsw health pathology - cidm-ph, icpmr	SRR3476820	ILLUMINA	Paired	_	SRX1741504	276460200	100
SAL_FA6727AA	40_M2268	SRR3476819;ILLUMINA;Paired;;SRX1741503;424616346;99	SAL_FA6727AA	Human	Human	Homo sapiens; Stools	2014	3	NA	NA	Oceania	Australia	NA	City of Parramatta Council	Sydney	NA	-33.86	151.2094	Typhimurium	I	NA	NA	DT135(Aus)	NSW Health Pathology - CIDM-PH, ICPMR	Phillips A. 2016 PM:27629541	PRJNA320449	SRP074336	SAMN04939476	SRS1421064	2016-05-16	2016-05-10	19	1	Typhimurium	ND	Assembled	89	382686	4887888	Salmonella enterica;98.15%	54	19465	4	Typhimurium	B	Typhimurium	4	187783	39888	39888	1852	1852	1852	1852	1503	1503	2	2	2	2	2	2	nsw health pathology - cidm-ph, icpmr	SRR3476819	ILLUMINA	Paired	_	SRX1741503	424616346	99
SAL_FA6728AA	39_M2258	SRR3476818;ILLUMINA;Paired;;SRX1741502;235931652;99	SAL_FA6728AA	Human	Human	Homo sapiens; Stools	2014	3	NA	NA	Oceania	Australia	NA	City of Parramatta Council	Sydney	NA	-33.86	151.2094	Typhimurium	I	NA	NA	DT135(Aus)	NSW Health Pathology - CIDM-PH, ICPMR	Phillips A. 2016 PM:27629541	PRJNA320449	SRP074336	SAMN04939475	SRS1421063	2016-05-16	2016-05-10	19	1	Typhimurium	ND	Assembled	49	259102	4875232	Salmonella enterica;98.08%	55	18425	4	Typhimurium	B	Typhimurium	4	187788	39888	39888	1852	1852	1852	1852	1503	1503	2	2	2	2	2	2	nsw health pathology - cidm-ph, icpmr	SRR3476818	ILLUMINA	Paired	_	SRX1741502	235931652	99
SAL_FA6729AA	38_M2261	SRR3476817;ILLUMINA;Paired;;SRX1741501;353256552;99	SAL_FA6729AA	Human	Human	Homo sapiens; Stools	2014	3	NA	NA	Oceania	Australia	NA	City of Parramatta Council	Sydney	NA	-33.86	151.2094	Typhimurium	I	NA	NA	DT135(Aus)	NSW Health Pathology - CIDM-PH, ICPMR	Phillips A. 2016 PM:27629541	PRJNA320449	SRP074336	SAMN04939474	SRS1421062	2016-05-16	2016-05-10	19	1	Typhimurium	ND	Assembled	74	382695	4886655	Salmonella enterica;98.55%	71	27829	4	Typhimurium	B	Typhimurium	4	187785	39888	39888	1852	1852	1852	1852	1503	1503	2	2	2	2	2	2	nsw health pathology - cidm-ph, icpmr	SRR3476817	ILLUMINA	Paired	_	SRX1741501	353256552	99
SAL_FA6730AA	37_N4954	SRR3476816;ILLUMINA;Paired;;SRX1741500;455955786;99	SAL_FA6730AA	Human	Human	Homo sapiens; Stools	2014	3	NA	NA	Oceania	Australia	NA	City of Parramatta Council	Sydney	NA	-33.86	151.2094	Typhimurium	I	NA	NA	DT135(Aus)	NSW Health Pathology - CIDM-PH, ICPMR	Phillips A. 2016 PM:27629541	PRJNA320449	SRP074336	SAMN04939473	SRS1421061	2016-05-16	2016-05-10	19	1	Typhimurium	ND	Assembled	95	270739	4888566	Salmonella enterica;97.1%	71	25089	4	Typhimurium	B	Typhimurium	4	187787	39894	39894	1852	1852	1852	1852	1503	1503	2	2	2	2	2	2	nsw health pathology - cidm-ph, icpmr	SRR3476816	ILLUMINA	Paired	_	SRX1741500	455955786	99
SAL_FA6731AA	36_N5175	SRR3476815;ILLUMINA;Paired;;SRX1741499;460497114;99	SAL_FA6731AA	Human	Human	Homo sapiens; Stools	2014	3	NA	NA	Oceania	Australia	NA	City of Parramatta Council	Sydney	NA	-33.86	151.2094	Typhimurium	I	NA	NA	DT135(Aus)	NSW Health Pathology - CIDM-PH, ICPMR	Phillips A. 2016 PM:27629541	PRJNA320449	SRP074336	SAMN04939472	SRS1421060	2016-05-16	2016-05-10	19	1	Typhimurium	ND	Assembled	95	257446	4883103	Salmonella enterica;98.53%	71	20380	4	Typhimurium	B	Typhimurium	4	187789	39891	39891	39891	1852	1852	1852	1503	1503	2	2	2	2	2	2	nsw health pathology - cidm-ph, icpmr	SRR3476815	ILLUMINA	Paired	_	SRX1741499	460497114	99
SAL_FA6732AA	35_N4800	SRR3476814;ILLUMINA;Paired;;SRX1741498;234537138;99	SAL_FA6732AA	Human	Human	Homo sapiens; Stools	2014	2	NA	NA	Oceania	Australia	NA	City of Parramatta Council	Sydney	NA	-33.86	151.2094	Typhimurium	I	NA	NA	DT135(Aus)	NSW Health Pathology - CIDM-PH, ICPMR	Phillips A. 2016 PM:27629541	PRJNA320449	SRP074336	SAMN04939471	SRS1421059	2016-05-16	2016-05-10	19	1	Typhimurium	ND	Assembled	48	222313	4876964	Salmonella enterica;98.33%	65	22627	4	Typhimurium	B	Typhimurium	4	187786	39893	39893	1852	1852	1852	1852	1503	1503	2	2	2	2	2	2	nsw health pathology - cidm-ph, icpmr	SRR3476814	ILLUMINA	Paired	_	SRX1741498	234537138	99
SAL_FA6733AA	34_N4802	SRR3476813;ILLUMINA;Paired;;SRX1741497;265205358;99	SAL_FA6733AA	Human	Human	Homo sapiens; Stools	2014	2	NA	NA	Oceania	Australia	NA	City of Parramatta Council	Sydney	NA	-33.86	151.2094	Typhimurium	I	NA	NA	DT135(Aus)	NSW Health Pathology - CIDM-PH, ICPMR	Phillips A. 2016 PM:27629541	PRJNA320449	SRP074336	SAMN04939470	SRS1421058	2016-05-16	2016-05-10	19	1	Typhimurium	ND	Assembled	55	330729	4874636	Salmonella enterica;97.87%	50	22631	4	Typhimurium	B	Typhimurium	4	187784	39891	39891	39891	1852	1852	1852	1503	1503	2	2	2	2	2	2	nsw health pathology - cidm-ph, icpmr	SRR3476813	ILLUMINA	Paired	_	SRX1741497	265205358	99
SAL_FA6734AA	33_S4804	SRR3476812;ILLUMINA;Paired;;SRX1741496;395034156;99	SAL_FA6734AA	Human	Human	Homo sapiens; Stools	2014	2	NA	NA	Oceania	Australia	NA	City of Parramatta Council	Sydney	NA	-33.86	151.2094	Typhimurium	I	NA	NA	DT135(Aus)	NSW Health Pathology - CIDM-PH, ICPMR	Phillips A. 2016 PM:27629541	PRJNA320449	SRP074336	SAMN04939469	SRS1421057	2016-05-16	2016-05-10	19	1	Typhimurium	ND	Assembled	82	270739	4885378	Salmonella enterica;98.51%	66	21614	4	Typhimurium	B	Typhimurium	4	187790	39888	39888	1852	1852	1852	1852	1503	1503	2	2	2	2	2	2	nsw health pathology - cidm-ph, icpmr	SRR3476812	ILLUMINA	Paired	_	SRX1741496	395034156	99
SAL_FA6735AA	4_N4210	SRR3476811;ILLUMINA;Paired;;SRX1741495;787883600;100	SAL_FA6735AA	Human	Human	Homo sapiens; Stools	2014	1	NA	NA	Oceania	Australia	NA	City of Parramatta Council	Sydney	NA	-33.86	151.2094	Typhimurium	I	NA	NA	DT135(Aus)	NSW Health Pathology - CIDM-PH, ICPMR	Phillips A. 2016 PM:27629541	PRJNA320449	SRP074336	SAMN04939442	SRS1421056	2016-05-16	2016-05-10	19	1	Typhimurium	ND	Assembled	161	243418	4882966	Salmonella enterica;98.63%	77	36414	4	Typhimurium	B	Typhimurium	4	187791	39894	39894	1852	1852	1852	1852	1503	1503	2	2	2	2	2	2	nsw health pathology - cidm-ph, icpmr	SRR3476811	ILLUMINA	Paired	_	SRX1741495	787883600	100
SAL_FA6736AA	32_N5047	SRR3476810;ILLUMINA;Paired;;SRX1741494;345618504;99	SAL_FA6736AA	Human	Human	Homo sapiens; Stools	2014	2	NA	NA	Oceania	Australia	NA	City of Parramatta Council	Sydney	NA	-33.86	151.2094	Typhimurium	I	NA	NA	DT135(Aus)	NSW Health Pathology - CIDM-PH, ICPMR	Phillips A. 2016 PM:27629541	PRJNA320449	SRP074336	SAMN04939468	SRS1421055	2016-05-16	2016-05-10	19	1	Typhimurium	ND	Assembled	71	379357	4885981	Salmonella enterica;98.61%	72	23382	4	Typhimurium	B	Typhimurium	4	187792	39888	39888	1852	1852	1852	1852	1503	1503	2	2	2	2	2	2	nsw health pathology - cidm-ph, icpmr	SRR3476810	ILLUMINA	Paired	_	SRX1741494	345618504	99
SAL_FA6737AA	31_N4583	SRR3476809;ILLUMINA;Paired;;SRX1741493;583557600;100	SAL_FA6737AA	Human	Human	Homo sapiens; Stools	2014	2	NA	NA	Oceania	Australia	NA	City of Parramatta Council	Sydney	NA	-33.86	151.2094	Typhimurium	I	NA	NA	DT135(Aus)	NSW Health Pathology - CIDM-PH, ICPMR	Phillips A. 2016 PM:27629541	PRJNA320449	SRP074336	SAMN04939467	SRS1421054	2016-05-16	2016-05-10	19	1	Typhimurium	ND	Assembled	119	257240	4883030	Salmonella enterica;98.56%	73	19864	4	Typhimurium	B	Typhimurium	4	187794	39888	39888	1852	1852	1852	1852	1503	1503	2	2	2	2	2	2	nsw health pathology - cidm-ph, icpmr	SRR3476809	ILLUMINA	Paired	_	SRX1741493	583557600	100
SAL_FA6738AA	30_A4318	SRR3476808;ILLUMINA;Paired;;SRX1741492;284508576;99	SAL_FA6738AA	Human	Human	Homo sapiens; Stools	2014	1	NA	NA	Oceania	Australia	NA	City of Parramatta Council	Sydney	NA	-33.86	151.2094	Typhimurium	I	NA	NA	DT135(Aus)	NSW Health Pathology - CIDM-PH, ICPMR	Phillips A. 2016 PM:27629541	PRJNA320449	SRP074336	SAMN04939466	SRS1421053	2016-05-16	2016-05-10	19	1	Typhimurium	ND	Assembled	59	226846	4883428	Salmonella enterica;98.57%	73	22805	4	Typhimurium	B	Typhimurium	4	187793	39888	39888	1852	1852	1852	1852	1503	1503	2	2	2	2	2	2	nsw health pathology - cidm-ph, icpmr	SRR3476808	ILLUMINA	Paired	_	SRX1741492	284508576	99
SAL_FA6739AA	29_N4955	SRR3476807;ILLUMINA;Paired;;SRX1741491;923784048;99	SAL_FA6739AA	Human	Human	Homo sapiens; Stools	2014	1	NA	NA	Oceania	Australia	NA	City of Parramatta Council	Sydney	NA	-33.86	151.2094	Typhimurium	I	NA	NA	DT135(Aus)	NSW Health Pathology - CIDM-PH, ICPMR	Phillips A. 2016 PM:27629541	PRJNA320449	SRP074336	SAMN04939465	SRS1421052	2016-05-16	2016-05-10	19	1	Typhimurium	ND	Assembled	192	382859	4889634	Salmonella enterica;98.3%	62	22424	4	Typhimurium	B	Typhimurium	4	187795	39891	39891	39891	1852	1852	1852	1503	1503	2	2	2	2	2	2	nsw health pathology - cidm-ph, icpmr	SRR3476807	ILLUMINA	Paired	_	SRX1741491	923784048	99
SAL_FA6740AA	28_A4613	SRR3476806;ILLUMINA;Paired;;SRX1741490;582729642;99	SAL_FA6740AA	Human	Human	Homo sapiens; Stools	2014	1	NA	NA	Oceania	Australia	NA	City of Parramatta Council	Sydney	NA	-33.86	151.2094	Typhimurium	I	NA	NA	DT135(Aus)	NSW Health Pathology - CIDM-PH, ICPMR	Phillips A. 2016 PM:27629541	PRJNA320449	SRP074336	SAMN04939464	SRS1421051	2016-05-16	2016-05-10	19	1	Typhimurium	ND	Assembled	121	368674	4887672	Salmonella enterica;98.44%	67	21148	4	Typhimurium	B	Typhimurium	4	187797	39888	39888	1852	1852	1852	1852	1503	1503	2	2	2	2	2	2	nsw health pathology - cidm-ph, icpmr	SRR3476806	ILLUMINA	Paired	_	SRX1741490	582729642	99
SAL_FA6741AA	27_A4619	SRR3476805;ILLUMINA;Paired;;SRX1741489;262551564;99	SAL_FA6741AA	Human	Human	Homo sapiens; Stools	2014	1	NA	NA	Oceania	Australia	NA	City of Parramatta Council	Sydney	NA	-33.86	151.2094	Typhimurium	I	NA	NA	DT135(Aus)	NSW Health Pathology - CIDM-PH, ICPMR	Phillips A. 2016 PM:27629541	PRJNA320449	SRP074336	SAMN04939463	SRS1421050	2016-05-16	2016-05-10	19	1	Typhimurium	ND	Assembled	53	223988	4963272	Salmonella enterica;94.74%	58	20696	4	Typhimurium	B	Typhimurium	4	187796	39888	39888	1852	1852	1852	1852	1503	1503	2	2	2	2	2	2	nsw health pathology - cidm-ph, icpmr	SRR3476805	ILLUMINA	Paired	_	SRX1741489	262551564	99
SAL_FA6742AA	26_A4611	SRR3476804;ILLUMINA;Paired;;SRX1741488;400634586;99	SAL_FA6742AA	Human	Human	Homo sapiens; Stools	2014	1	NA	NA	Oceania	Australia	NA	City of Parramatta Council	Sydney	NA	-33.86	151.2094	Typhimurium	I	NA	NA	DT135(Aus)	NSW Health Pathology - CIDM-PH, ICPMR	Phillips A. 2016 PM:27629541	PRJNA320449	SRP074336	SAMN04939462	SRS1421049	2016-05-16	2016-05-10	19	1	Typhimurium	ND	Assembled	83	346259	4886037	Salmonella enterica;98.3%	61	30977	4	Typhimurium	B	Typhimurium	4	187798	39890	39888	1852	1852	1852	1852	1503	1503	2	2	2	2	2	2	nsw health pathology - cidm-ph, icpmr	SRR3476804	ILLUMINA	Paired	_	SRX1741488	400634586	99
SAL_FA6743AA	25_A4615	SRR3476803;ILLUMINA;Paired;;SRX1741487;255666800;100	SAL_FA6743AA	Human	Human	Homo sapiens; Stools	2014	1	NA	NA	Oceania	Australia	NA	City of Parramatta Council	Sydney	NA	-33.86	151.2094	Typhimurium	I	NA	NA	DT135(Aus)	NSW Health Pathology - CIDM-PH, ICPMR	Phillips A. 2016 PM:27629541	PRJNA320449	SRP074336	SAMN04939461	SRS1421048	2016-05-16	2016-05-10	19	1	Typhimurium	ND	Assembled	52	243384	4880843	Salmonella enterica;98.52%	74	30979	4	Typhimurium	B	Typhimurium	4	187799	39888	39888	1852	1852	1852	1852	1503	1503	2	2	2	2	2	2	nsw health pathology - cidm-ph, icpmr	SRR3476803	ILLUMINA	Paired	_	SRX1741487	255666800	100
SAL_FA6744AA	24_A2471	SRR3476802;ILLUMINA;Paired;;SRX1741486;398616966;99	SAL_FA6744AA	Human	Human	Homo sapiens; Stools	2014	1	NA	NA	Oceania	Australia	NA	City of Parramatta Council	Sydney	NA	-33.86	151.2094	Typhimurium	I	NA	NA	DT135(Aus)	NSW Health Pathology - CIDM-PH, ICPMR	Phillips A. 2016 PM:27629541	PRJNA320449	SRP074336	SAMN04939460	SRS1421047	2016-05-16	2016-05-10	19	1	Typhimurium	ND	Assembled	82	225736	4882464	Salmonella enterica;98.66%	82	20666	4	Typhimurium	B	Typhimurium	4	187800	39888	39888	1852	1852	1852	1852	1503	1503	2	2	2	2	2	2	nsw health pathology - cidm-ph, icpmr	SRR3476802	ILLUMINA	Paired	_	SRX1741486	398616966	99
SAL_FA6745AA	23_A2465	SRR3476801;ILLUMINA;Paired;;SRX1741485;348765714;99	SAL_FA6745AA	Human	Human	Homo sapiens; Stools	2014	1	NA	NA	Oceania	Australia	NA	City of Parramatta Council	Sydney	NA	-33.86	151.2094	Typhimurium	I	NA	NA	DT135(Aus)	NSW Health Pathology - CIDM-PH, ICPMR	Phillips A. 2016 PM:27629541	PRJNA320449	SRP074336	SAMN04939459	SRS1421046	2016-05-16	2016-05-10	19	1	Typhimurium	ND	Assembled	72	270739	4885671	Salmonella enterica;98.55%	69	21791	4	Typhimurium	B	Typhimurium	4	187801	39888	39888	1852	1852	1852	1852	1503	1503	2	2	2	2	2	2	nsw health pathology - cidm-ph, icpmr	SRR3476801	ILLUMINA	Paired	_	SRX1741485	348765714	99
SAL_FA6746AA	3_N2463	SRR3476800;ILLUMINA;Paired;;SRX1741484;518743200;100	SAL_FA6746AA	Human	Human	Homo sapiens; Stools	2014	1	NA	NA	Oceania	Australia	NA	City of Parramatta Council	Sydney	NA	-33.86	151.2094	Typhimurium	I	NA	NA	DT135(Aus)	NSW Health Pathology - CIDM-PH, ICPMR	Phillips A. 2016 PM:27629541	PRJNA320449	SRP074336	SAMN04939441	SRS1421045	2016-05-16	2016-05-10	19	1	Typhimurium	ND	Assembled	106	243485	4882632	Salmonella enterica;98.53%	68	21850	4	Typhimurium	B	Typhimurium	4	187805	39891	39891	39891	1852	1852	1852	1503	1503	2	2	2	2	2	2	nsw health pathology - cidm-ph, icpmr	SRR3476800	ILLUMINA	Paired	_	SRX1741484	518743200	100
SAL_FA6747AA	22_N2054	SRR3476799;ILLUMINA;Paired;;SRX1741483;310806000;100	SAL_FA6747AA	Human	Human	Homo sapiens; Stools	2014	1	NA	NA	Oceania	Australia	NA	City of Parramatta Council	Sydney	NA	-33.86	151.2094	Typhimurium	I	NA	NA	DT135(Aus)	NSW Health Pathology - CIDM-PH, ICPMR	Phillips A. 2016 PM:27629541	PRJNA320449	SRP074336	SAMN04939458	SRS1421044	2016-05-16	2016-05-10	19	1	Typhimurium	ND	Assembled	64	218855	4884852	Salmonella enterica;98.56%	74	21916	4	Typhimurium	B	Typhimurium	4	187802	39888	39888	1852	1852	1852	1852	1503	1503	2	2	2	2	2	2	nsw health pathology - cidm-ph, icpmr	SRR3476799	ILLUMINA	Paired	_	SRX1741483	310806000	100
SAL_FA6748AA	21_A2472	SRR3476798;ILLUMINA;Paired;;SRX1741482;272919636;99	SAL_FA6748AA	Human	Human	Homo sapiens; Stools	2014	1	NA	NA	Oceania	Australia	NA	City of Parramatta Council	Sydney	NA	-33.86	151.2094	Typhimurium	I	NA	NA	DT135(Aus)	NSW Health Pathology - CIDM-PH, ICPMR	Phillips A. 2016 PM:27629541	PRJNA320449	SRP074336	SAMN04939457	SRS1421042	2016-05-16	2016-05-10	19	1	Typhimurium	ND	Assembled	56	378974	4885186	Salmonella enterica;98.49%	66	24486	4	Typhimurium	B	Typhimurium	4	187803	39888	39888	1852	1852	1852	1852	1503	1503	2	2	2	2	2	2	nsw health pathology - cidm-ph, icpmr	SRR3476798	ILLUMINA	Paired	_	SRX1741482	272919636	99
SAL_FA6749AA	20_A2475a	SRR3476797;ILLUMINA;Paired;;SRX1741481;469921518;99	SAL_FA6749AA	Human	Human	Homo sapiens; Stools	2014	1	NA	NA	Oceania	Australia	NA	City of Parramatta Council	Sydney	NA	-33.86	151.2094	Typhimurium	I	NA	NA	DT135(Aus)	NSW Health Pathology - CIDM-PH, ICPMR	Phillips A. 2016 PM:27629541	PRJNA320449	SRP074336	SAMN04939456	SRS1421043	2016-05-16	2016-05-10	19	1	Typhimurium	ND	Assembled	96	470166	4980398	Salmonella enterica;96.62%	62	22145	4	Typhimurium	B	Typhimurium	4	187804	39888	39888	1852	1852	1852	1852	1503	1503	2	2	2	2	2	2	nsw health pathology - cidm-ph, icpmr	SRR3476797	ILLUMINA	Paired	_	SRX1741481	469921518	99
SAL_FA6750AA	19_A4521	SRR3476796;ILLUMINA;Paired;;SRX1741480;371609766;99	SAL_FA6750AA	Human	Human	Homo sapiens; Stools	2014	1	NA	NA	Oceania	Australia	NA	City of Parramatta Council	Sydney	NA	-33.86	151.2094	Typhimurium	I	NA	NA	DT135(Aus)	NSW Health Pathology - CIDM-PH, ICPMR	Phillips A. 2016 PM:27629541	PRJNA320449	SRP074336	SAMN04939455	SRS1421040	2016-05-16	2016-05-10	19	1	Typhimurium	ND	Assembled	77	299134	4885935	Salmonella enterica;98.3%	59	21499	4	Typhimurium	B	Typhimurium	4	187809	39888	39888	1852	1852	1852	1852	1503	1503	2	2	2	2	2	2	nsw health pathology - cidm-ph, icpmr	SRR3476796	ILLUMINA	Paired	_	SRX1741480	371609766	99
SAL_FA6751AA	18_A2474	SRR3476795;ILLUMINA;Paired;;SRX1741479;519809598;99	SAL_FA6751AA	Human	Human	Homo sapiens; Stools	2014	1	NA	NA	Oceania	Australia	NA	City of Parramatta Council	Sydney	NA	-33.86	151.2094	Typhimurium	I	NA	NA	DT135(Aus)	NSW Health Pathology - CIDM-PH, ICPMR	Phillips A. 2016 PM:27629541	PRJNA320449	SRP074336	SAMN04939454	SRS1421039	2016-05-16	2016-05-10	19	1	Typhimurium	ND	Assembled	108	492781	4888988	Salmonella enterica;98.36%	63	18990	4	Typhimurium	B	Typhimurium	4	187810	39888	39888	1852	1852	1852	1852	1503	1503	2	2	2	2	2	2	nsw health pathology - cidm-ph, icpmr	SRR3476795	ILLUMINA	Paired	_	SRX1741479	519809598	99
SAL_FA6752AA	17_A1965	SRR3476794;ILLUMINA;Paired;;SRX1741478;441809874;99	SAL_FA6752AA	Human	Human	Homo sapiens; Stools	2014	1	NA	NA	Oceania	Australia	NA	City of Parramatta Council	Sydney	NA	-33.86	151.2094	Typhimurium	I	NA	NA	DT135(Aus)	NSW Health Pathology - CIDM-PH, ICPMR	Phillips A. 2016 PM:27629541	PRJNA320449	SRP074336	SAMN04939453	SRS1421038	2016-05-16	2016-05-10	19	1	Typhimurium	ND	Assembled	92	324772	4887525	Salmonella enterica;98.33%	66	24292	4	Typhimurium	B	Typhimurium	4	187811	39888	39888	1852	1852	1852	1852	1503	1503	2	2	2	2	2	2	nsw health pathology - cidm-ph, icpmr	SRR3476794	ILLUMINA	Paired	_	SRX1741478	441809874	99
SAL_FA6753AA	16_A1954	SRR3476793;ILLUMINA;Paired;;SRX1741477;319297968;99	SAL_FA6753AA	Human	Human	Homo sapiens; Stools	2014	1	NA	NA	Oceania	Australia	NA	City of Parramatta Council	Sydney	NA	-33.86	151.2094	Typhimurium	I	NA	NA	DT135(Aus)	NSW Health Pathology - CIDM-PH, ICPMR	Phillips A. 2016 PM:27629541	PRJNA320449	SRP074336	SAMN04939452	SRS1421041	2016-05-16	2016-05-10	19	1	Typhimurium	ND	Assembled	66	267537	4883024	Salmonella enterica;98.31%	60	20390	4	Typhimurium	B	Typhimurium	4	187808	39888	39888	1852	1852	1852	1852	1503	1503	2	2	2	2	2	2	nsw health pathology - cidm-ph, icpmr	SRR3476793	ILLUMINA	Paired	_	SRX1741477	319297968	99
SAL_FA6754AA	15_A1974	SRR3476792;ILLUMINA;Paired;;SRX1741476;339405264;99	SAL_FA6754AA	Human	Human	Homo sapiens; Stools	2014	1	NA	NA	Oceania	Australia	NA	City of Parramatta Council	Sydney	NA	-33.86	151.2094	Typhimurium	I	NA	NA	DT135(Aus)	NSW Health Pathology - CIDM-PH, ICPMR	Phillips A. 2016 PM:27629541	PRJNA320449	SRP074336	SAMN04939451	SRS1421037	2016-05-16	2016-05-10	19	1	Typhimurium	ND	Assembled	70	214079	4886567	Salmonella enterica;98.59%	75	25813	4	Typhimurium	B	Typhimurium	4	187813	39890	39888	1852	1852	1852	1852	1503	1503	2	2	2	2	2	2	nsw health pathology - cidm-ph, icpmr	SRR3476792	ILLUMINA	Paired	_	SRX1741476	339405264	99
SAL_FA6755AA	14_A1970	SRR3476791;ILLUMINA;Paired;;SRX1741475;385845768;99	SAL_FA6755AA	Human	Human	Homo sapiens; Stools	2014	1	NA	NA	Oceania	Australia	NA	City of Parramatta Council	Sydney	NA	-33.86	151.2094	Typhimurium	I	NA	NA	DT135(Aus)	NSW Health Pathology - CIDM-PH, ICPMR	Phillips A. 2016 PM:27629541	PRJNA320449	SRP074336	SAMN04939450	SRS1421036	2016-05-16	2016-05-10	19	1	Typhimurium	ND	Assembled	80	255435	4887275	Salmonella enterica;98.63%	74	29103	4	Typhimurium	B	Typhimurium	4	187814	39888	39888	1852	1852	1852	1852	1503	1503	2	2	2	2	2	2	nsw health pathology - cidm-ph, icpmr	SRR3476791	ILLUMINA	Paired	_	SRX1741475	385845768	99
