snp-dists 0.6.3,SIML_2017_04,MD_7_B2,MD_6_A8,MD_6_D11,SG19_233_Sal,ISLHD_2017_16_S87,ISLHD_2018_16_S105,MD_6_G10,SIML_2019_06,ISLHD_2018_17_S106,MD_6_F10,ISLHD_2019_20,ISLHD_2018_4_S93,ISLHD_2017_12_S83,ISLHD_2017_1_S76,Seagull_18_220_S109,SG19_238_Sal,Seagull_18_206_S47,MD_6_G9,ISLHD_2019_14,SIML_2017_07,ISLHD_2018_11_S100,MD_6_G11,SIML_2017_21,SIML_2019_14,ISLHD_2017_10_S81,MD_7_D2,MD_7_F2,ISLHD_2017_6_S119,ISLHD_2018_2_S91,MD_6_A11,SIML_2017_16,Seagull_18_255_S68,MD_6_E8,Seagull_18_163_1_S37,Seagull_18_172_S40,ISLHD_2019_17,W_1_D11,MD_7_G1,SG19_397_Sal,SG19_084_Sal,ISLHD_2019_30,W_1_F11,SIML_2017_13,SG19_284_Sal,ISLHD_2018_15_S104,ISLHD_2019_09,W_1_C11,SG19_288_Sal,MD_6_H10,MD_7_H2,ISLHD_2019_06,W_1_H11,MD_6_D9,SG19_182_Sal,SG19_298_Sal,SIML_2017_24,ISLHD_2019_27,SIML_2017_17,MD_6_H8,ISLHD_2017_14_S85,ISLHD_2019_15,MD_6_C10,SIML_2017_22,MD_6_B9,SIML_2017_18,ISLHD_2017_9_S80,ISLHD_2019_29,MD_6_C9,ISLHD_2019_28,SG19_380_Sal,MD_6_C12,MD_6_H11,SIML_2019_09,MD_6_F12,ISLHD_2018_5_S94,SG19_334_Sal,ISLHD_2019_03,MD_7_A2,Seagull_18_96_1_S14,ISLHD_2017_11_S82,MD_7_A1,ISLHD_2019_22,Seagull_18_124_1_S26,SIML_2019_04,ISLHD_2019_19,SIML_2017_02,SIML_2017_10,SG19_269_Sal,ISLHD_2018_6_S95,ISLHD_2017_8_S79,ISLHD_2017_2_S116,ISLHD_2017_18_S89,SIML_2017_08,W_1_B11,SIML_2019_11,SIML_2017_01,ISLHD_2017_7_S78,SIML_2019_15,MD_6_H9,SG19_171_Sal,MD_6_A9,SIML_2017_05,MD_7_G2,Seagull_18_240_1_S58,ISLHD_2019_18,MD_7_F1,ISLHD_2019_16,ISLHD_2019_10,ISLHD_2019_08,Seagull_18_132_1_S29,ISLHD_2018_10_S99,SIML_2019_13,W_1_G11,Seagull_18_90_1_S9,ISLHD_2017_15_S86,ISLHD_2019_23,ISLHD_2018_3_S92,SG19_400_Sal,SG19_116_05_E_coli,ISLHD_2017_3_S117,MD_6_B12,ISLHD_2018_12_S101,MD_6_B8,Seagull_18_165_S107,MD_6_A12,MD_6_E12,MD_6_B10,ISLHD_2018_9_S98,MD_6_F9,ISLHD_2019_01,ISLHD_2019_11,MD_7_A3,ISLHD_2017_17_S88,SIML_2019_07,ISLHD_2019_12,ISLHD_2018_8_S97,MD_6_C8,MD_6_E11,W_1_E11,SIML_2019_08,ISLHD_2017_5_S77,MD_6_D8,ISLHD_2019_13,MD_7_C2,MD_7_C1,MD_7_E2,MD_6_D12,MD_6_E9,MD_6_E10,ISLHD_2017_13_S84,SIML_2017_23,ISLHD_2019_07,SG19_116_Sal,SIML_2017_14,SIML_2019_03,ISLHD_2019_24,ISLHD_2018_7_S96,SIML_2019_10,SIML_2019_12,SIML_2017_06,SG19_292_Sal,ISLHD_2019_21,SIML_2017_15,SG19_327_Sal,ISLHD_2017_4_S118,SIML_2017_09,SIML_2017_03,MD_6_C11,Seagull_18_100_1_S16,ISLHD_2019_05,ISLHD_2019_04,SIML_2017_11,ISLHD_2018_13_S102,Seagull_18_117_1_S21,ISLHD_2019_02,MD_6_F8,ISLHD_2019_25,SIML_2017_19,ISLHD_2018_14_S103,MD_6_H7,MD_6_G8,MD_6_F11,SIML_2019_05,MD_6_B11,MD_7_B1,Seagull_18_190_1_S42,SIML_2019_02,ISLHD_2018_1_S90,MD_7_D1,ISLHD_2019_26
MD_6_B9,14602,163,115,115,27749,479,170,114,26280,32430,162,28514,28393,28111,27409,608,1167,608,115,48,28392,453,39467,39074,28655,33851,48,32446,29995,27117,115,28358,608,14577,609,609,33721,33727,32445,33064,28539,28664,33722,33703,29883,514,33727,26824,28545,31844,28661,162,32428,39063,27876,33738,33632,28655,26,35795,28612,63,164,404,0,119,119,27104,39063,406,474,162,115,28396,28652,26328,27753,28111,116,28194,480,115,39074,38940,28392,39577,29921,27033,39786,27428,39114,28517,361,39704,29945,8431,28358,27040,28107,28582,274,114,412,29922,609,28107,118,32429,27088,14604,30109,472,407,26265,608,28396,28106,367,474,27749,518,3,32433,162,609,26919,28652,163,144,32432,29927,32432,32515,28106,39477,33706,14589,14595,163,26825,534,28109,162,33723,115,49,35795,32445,26922,35796,28107,452,39704,27749,33333,130306,27650,465,28396,28382,171,33065,474,28392,33666,39339,27147,402,402,417,29920,29876,32473,33677,608,400,26285,27535,142,28101,14595,114,36215,474,114,33671,494,28536,400,28652,28208
SIML_2017_18,14493,54,6,6,27640,370,61,5,26171,32321,53,28405,28284,28002,27300,499,1286,499,6,167,28283,344,39586,38965,28546,33742,167,32565,29886,27008,6,28249,499,14468,500,500,33840,33846,32564,32955,28658,28555,33841,33822,29774,405,33846,26943,28664,31963,28552,53,32319,38954,27767,33857,33751,28546,145,35686,28503,182,55,295,119,0,10,26995,38954,525,365,53,6,28287,28543,26219,27644,28002,7,28085,371,4,38965,38831,28283,39468,29812,27152,39905,27547,39005,28408,480,39823,30064,8550,28249,27159,27998,28473,165,5,531,29813,500,27998,7,32320,26979,14495,30001,363,526,26156,499,28287,27997,486,365,27640,409,122,32324,53,500,26810,28543,54,35,32323,29818,32323,32634,27997,39368,33825,14480,14486,54,26944,425,28000,53,33842,4,168,35686,32564,26813,35687,27998,343,39823,27640,33224,130422,27541,356,28287,28273,62,32956,365,28283,33557,39230,27038,293,293,536,29811,29767,32592,33568,499,291,26176,27654,33,27992,14486,5,36106,365,5,33562,613,28427,291,28543,28099
ISLHD_2017_9_S80,14493,54,6,6,27640,370,61,5,26171,32319,53,28405,28283,28002,27300,499,1286,499,6,167,28282,344,39586,38965,28546,33742,167,32565,29886,27008,6,28248,499,14468,500,500,33840,33846,32564,32953,28658,28555,33841,33822,29774,405,33846,26943,28664,31963,28552,53,32317,38954,27767,33857,33750,28546,145,35684,28503,182,55,295,119,10,0,26995,38954,525,365,53,6,28286,28543,26219,27644,28002,7,28085,371,6,38965,38831,28282,39468,29812,27152,39905,27547,39005,28408,480,39823,30064,8550,28248,27159,27998,28473,165,5,531,29813,500,27998,9,32318,26977,14495,30001,363,526,26156,499,28286,27997,486,365,27640,409,122,32322,53,500,26810,28543,54,35,32321,29818,32321,32634,27997,39368,33825,14480,14486,54,26944,425,28000,53,33842,6,168,35684,32564,26813,35685,27998,343,39823,27640,33224,130421,27541,356,28286,28272,62,32954,365,28282,33557,39230,27038,293,293,536,29811,29767,32592,33568,499,291,26176,27654,33,27992,14486,5,36104,365,5,33562,613,28427,291,28543,28098
ISLHD_2019_29,26997,26994,26991,26991,28296,26927,26998,26990,27801,32544,26993,27511,29032,28103,28918,27232,28255,27232,26991,27100,29031,26910,39902,39222,29961,34304,27107,32651,29940,237,26991,28999,27232,26982,27233,27233,33775,33781,32650,33126,30073,29968,33776,33767,29896,26960,33781,27982,30079,32300,29967,26986,32542,39019,28369,33793,33892,29961,27110,35785,27606,27119,26995,27008,27104,26995,26995,0,39019,27043,26924,26993,26991,29033,29958,27310,28300,28093,26992,29112,26928,26991,39033,38988,29031,39649,29867,381,40138,28216,39079,27514,27042,40199,30532,27045,28999,389,28099,27578,27012,26990,27049,29868,27233,28099,26994,32543,28685,26999,30511,26922,27044,27663,27232,29036,28094,27042,26924,28296,26927,27107,32547,26993,27233,27975,29958,26994,26997,32546,29873,32546,32719,28098,39338,33770,26984,26990,26994,27983,26941,28102,26993,33777,26991,27108,35785,32650,27978,35786,28099,26909,40199,28296,33647,130669,27277,26920,29033,29021,26995,33127,26922,29031,34114,39587,267,27006,27008,27054,29866,29889,32678,34127,27232,27004,27684,27390,26998,28093,26990,26990,36203,26924,26990,34119,27346,27533,27004,29958,28759
MD_6_C9,38816,38958,38949,38949,39280,38901,38957,38949,39298,37111,38957,39859,39608,39174,39435,39188,40214,39188,38950,39057,39607,38875,23316,21981,39328,37067,39071,37304,38793,39033,38950,39577,39188,38805,39189,39189,38835,38841,37303,37137,39440,39335,38836,38829,38769,38925,38841,39192,39447,36835,39334,38945,37109,0,39505,38852,39291,39327,39065,41710,39953,39076,38959,38965,39063,38954,38954,39019,0,39012,38895,38957,38950,39611,39325,39520,39284,39164,38951,38523,38902,38950,157,6342,39607,14369,38716,39168,23966,38677,211,39862,39011,24364,40320,39264,39575,39175,39170,39923,38972,38949,39018,38719,39189,39170,38953,37110,39809,38822,39838,38893,39011,38986,39188,39614,39166,39014,38895,39280,38896,39066,37114,38957,39189,39383,39325,38958,38957,37113,38724,37113,37369,39169,23287,38832,38807,38810,38958,39193,38910,39173,38957,38837,38950,39072,41710,37303,39386,41711,39170,38874,24364,39280,36182,130273,39245,38886,39611,39597,38952,37138,38896,39607,36874,22545,39054,38963,38965,39023,38717,38764,37332,36885,39188,38963,39006,39358,38957,39166,38810,38949,42127,38893,38949,36880,39302,39881,38963,39325,40148
ISLHD_2019_28,14547,529,521,521,27685,465,528,520,26217,32373,528,28460,28338,28051,27357,774,1572,774,521,402,28337,439,39413,39019,28601,33796,414,32391,29938,27056,521,28303,774,14522,775,775,33665,33671,32390,33008,28485,28610,33666,33647,29826,500,33671,26772,28491,31789,28607,516,32371,39012,27819,33682,33573,28601,412,35736,28558,421,530,538,406,525,525,27043,39012,0,460,528,521,28341,28598,26272,27689,28051,522,28138,466,521,39023,38887,28337,39526,29864,26972,39735,27370,39063,28463,347,39648,29873,8374,28303,26979,28047,28528,544,520,18,29865,775,28047,524,32372,27032,14549,30056,458,1,26204,774,28341,28046,353,460,27685,150,409,32376,528,775,26860,28598,529,528,32375,29870,32375,32460,28046,39424,33650,14534,14540,529,26773,150,28049,528,33667,521,415,35736,32390,26863,35737,28047,438,39648,27685,33278,130219,27603,451,28341,28327,525,33009,460,28337,33611,39288,27086,536,536,23,29863,29819,32418,33622,774,534,26224,27488,528,28041,14540,520,36156,460,520,33616,660,28482,534,28598,28150
SG19_380_Sal,14428,369,361,361,27569,53,368,360,26103,32255,368,28337,28215,27933,27234,614,1641,614,361,470,28214,219,39521,38900,28482,33682,482,32499,29823,26937,361,28180,614,14403,615,615,33773,33779,32498,32888,28594,28491,33774,33755,29711,340,33779,26876,28600,31900,28488,356,32253,38895,27704,33790,33682,28482,480,35619,28435,489,370,376,474,365,365,26924,38895,460,0,368,361,28218,28479,26153,27573,27933,362,28020,54,361,38906,38771,28214,39404,29749,27081,39843,27478,38946,28340,355,39754,30003,8481,28180,27088,27929,28405,384,360,466,29750,615,27929,364,32254,26911,14430,29937,6,461,26081,614,28218,27928,169,0,27569,344,477,32258,368,615,26744,28479,369,368,32257,29755,32257,32568,27928,39306,33758,14415,14421,369,26877,360,27931,368,33775,361,483,35619,32498,26747,35620,27929,218,39754,27569,33157,130349,27479,231,28218,28204,365,32889,48,28214,33497,39163,26967,374,374,471,29748,29704,32526,33508,614,372,26101,27592,368,27923,14421,360,36039,2,360,33502,728,28359,372,28479,28027
MD_6_C12,14495,3,49,49,27643,373,64,48,26172,32323,2,28406,28283,28004,27298,502,1329,502,49,170,28282,347,39588,38967,28548,33742,116,32567,29887,27006,49,28248,502,14470,503,503,33843,33849,32566,32957,28660,28557,33844,33825,29775,408,33849,26947,28666,31965,28554,56,32321,38957,27769,33860,33753,28548,168,35688,28504,185,4,298,162,53,53,26993,38957,528,368,0,49,28286,28545,26219,27647,28004,50,28088,374,49,38968,38834,28282,39471,29813,27150,39907,27548,39008,28409,483,39825,30064,8553,28248,27157,28000,28474,168,48,534,29814,503,28000,52,32322,26980,14497,30001,366,529,26158,502,28286,27999,489,368,27643,412,165,32326,2,503,26810,28545,3,56,32325,29819,32325,32636,27999,39370,33828,14482,14488,3,26948,428,28002,2,33845,49,117,35688,32566,26813,35689,28000,346,39825,27643,33226,130423,27539,359,28286,28272,65,32958,368,28282,33557,39232,27036,296,296,539,29812,29768,32594,33568,502,294,26178,27652,56,27994,14488,48,36108,368,48,33562,616,28428,294,28545,28101
MD_6_H11,14489,50,2,2,27636,366,57,1,26167,32317,49,28401,28280,27998,27296,495,1282,495,2,163,28279,340,39582,38961,28542,33738,163,32561,29882,27004,2,28245,495,14464,496,496,33836,33842,32560,32951,28654,28551,33837,33818,29770,401,33842,26939,28660,31959,28548,49,32315,38950,27763,33853,33747,28542,141,35682,28499,178,51,291,115,6,6,26991,38950,521,361,49,0,28283,28539,26215,27640,27998,3,28081,367,2,38961,38827,28279,39464,29808,27148,39901,27543,39001,28404,476,39819,30060,8546,28245,27155,27994,28469,161,1,527,29809,496,27994,5,32316,26975,14491,29997,359,522,26152,495,28283,27993,482,361,27636,405,118,32320,49,496,26806,28539,50,31,32319,29814,32319,32630,27993,39364,33821,14476,14482,50,26940,421,27996,49,33838,2,164,35682,32560,26809,35683,27994,339,39819,27636,33220,130418,27537,352,28283,28269,58,32952,361,28279,33553,39226,27034,289,289,532,29807,29763,32588,33564,495,287,26172,27650,29,27988,14482,1,36102,361,1,33558,609,28423,287,28539,28095
SIML_2019_09,27679,28287,28283,28283,29169,28223,28290,28282,28887,32628,28286,29491,79,29383,28887,28528,29547,28528,28283,28392,92,28199,40304,40177,31073,33687,28400,32685,30740,29043,28283,297,28528,27667,28529,28529,33131,33137,32684,33462,31186,31080,33132,33123,30639,28251,33137,28660,31191,32951,31079,28278,32626,39611,28334,33146,33136,31073,28402,35593,29588,28411,28288,28302,28396,28287,28286,29033,39611,28341,28218,28286,28283,0,31070,28675,29173,29374,28284,28828,28224,28283,39624,39942,78,39011,30665,29184,40037,28899,39671,29494,28333,40267,31600,27999,295,29193,29379,29556,28307,28282,28347,30666,28529,29379,28286,32627,29005,27684,31182,28216,28342,28045,28528,85,29378,28336,28218,29169,28225,28399,32631,28286,28529,28722,31070,28287,28289,32630,30671,32630,32755,29378,40053,33126,27669,27675,28287,28661,28241,29382,28286,33133,28283,28401,35593,32684,28725,35594,29379,28198,40267,29169,34328,130553,29240,28212,0,82,28285,33463,28220,78,33497,40401,29070,28300,28300,28352,30664,30632,32715,33508,28528,28298,28067,29353,28290,29375,27675,28282,36012,28218,28282,33502,28642,29514,28298,31070,24178
MD_6_F12,28615,28546,28539,28539,30025,28484,28546,28538,29183,32763,28545,29939,31067,30241,29317,28784,29799,28784,28539,28648,31066,28460,39098,39188,5,34231,28659,33100,28733,29969,28539,31032,28784,28600,28785,28785,33076,33082,33099,33530,130,26,33077,33068,28737,28509,33082,29043,145,32369,25,28534,32761,39325,30313,33092,32734,6,28655,37116,30031,28665,28547,28555,28652,28543,28543,29958,39325,28598,28479,28545,28539,31070,0,28219,30029,30232,28540,29418,28485,28539,39332,39262,31064,39996,28658,30112,39278,30206,39385,29942,28595,39359,31189,28555,31032,30121,30237,30001,28564,28538,28604,28659,28785,30237,28542,32762,28695,28615,31781,28477,28597,29738,28784,31072,30236,28599,28479,30025,28482,28655,32766,28545,28785,29418,0,28546,28546,32765,28664,32765,33166,30236,39343,33071,28602,28608,28546,29044,28496,30241,28545,33078,28539,28660,37116,33099,29421,37117,30237,28459,39359,30025,33771,130966,29127,28471,31070,31056,28543,33531,28481,31066,34040,39240,29998,28553,28553,28609,28657,28730,33129,34051,28784,28551,29760,29240,28546,30231,28608,28538,37536,28477,28538,34045,28898,29959,28551,0,29477
ISLHD_2018_5_S94,25459,26220,26215,26215,28241,26159,26224,26214,26753,33124,26219,28600,28672,27904,4997,26461,27477,26461,26215,26326,28671,26136,39273,39166,28222,34255,26333,33151,28756,27320,26215,28628,26461,25444,26462,26462,34246,34252,33150,33994,28335,28231,34247,34238,28699,26182,34252,27462,28340,32812,28228,26212,33122,39520,27922,34263,33786,28223,26334,35870,28694,26345,26221,26233,26328,26219,26219,27310,39520,26272,26153,26219,26215,28675,28219,0,28245,27894,26216,28045,26158,26215,39530,39515,28671,40085,28681,27462,39561,28441,39581,28603,26270,39750,29733,26648,28628,27469,27900,28662,26238,26214,26278,28682,26462,27900,26218,33123,27285,25461,30164,26151,26273,26101,26461,28674,27897,26274,26153,28241,26156,26331,33127,26219,26462,27434,28219,26220,26221,33126,28687,33126,33217,27899,39390,34241,25446,25452,26220,27463,26170,27902,26219,34248,26215,26334,35870,33150,27437,35871,27900,26135,39750,28241,34421,130570,27223,26146,28675,28661,26221,33993,26154,28671,34064,39561,27348,26231,26231,26283,28680,28690,33183,34077,26461,26229,26122,27336,26222,27894,25452,26214,36300,26153,26214,34069,26575,28624,26229,28219,27812
SG19_334_Sal,27192,27648,27639,27639,4,27578,27647,27639,27751,32738,27647,28975,29170,28684,29204,27886,28894,27886,27640,27749,29169,27549,39937,39411,30032,34616,27761,33176,30126,28310,27640,29135,27886,27177,27887,27887,34393,34399,33175,33492,30144,30041,34394,34385,30022,27601,34399,28398,30152,32588,30038,27635,32736,39284,28871,34409,34524,30032,27757,35488,29068,27766,27649,27652,27753,27644,27644,28300,39284,27689,27573,27647,27640,29173,30029,28245,0,28674,27641,29016,27579,27640,39293,39102,29169,39618,30053,28453,40235,28421,39344,28978,27685,40329,28828,27853,29135,28462,28680,29038,27663,27639,27695,30054,27887,28680,27643,32737,28626,27194,30042,27571,27688,27617,27886,29174,28676,27693,27573,4,27573,27756,32741,27647,27887,24421,30029,27648,27647,32740,30059,32740,33244,28679,39622,34388,27179,27185,27648,28399,27587,28685,27647,34395,27640,27762,35488,33175,24424,35489,28680,27548,40329,4,33805,130287,28170,27563,29173,29159,27644,33493,27573,29169,34425,39699,28339,27650,27650,27700,30052,30015,33204,34436,27886,27648,27642,28283,27647,28674,27185,27639,35910,27571,27639,34431,28000,28997,27648,30029,28979
ISLHD_2019_03,27805,28005,27998,27998,28670,27938,28005,27997,28769,32160,28004,29998,29371,32,29138,28246,29264,28246,27998,28107,29370,27915,39235,38759,30235,33416,28118,32162,30006,28106,27998,29331,28246,27790,28247,28247,33589,33595,32161,33217,30348,30244,33590,33581,29929,27960,33595,28200,30357,32015,30241,27993,32158,39164,29172,33607,33585,30235,28117,35875,30090,28126,28006,28010,28111,28002,28002,28093,39164,28051,27933,28004,27998,29374,30232,27894,28674,0,27999,29687,27939,27998,39175,39081,29370,39677,29934,28246,39619,28700,39223,30001,28048,39615,30302,27916,29331,28255,28,30060,28021,27997,28057,29935,28247,28,28001,32159,29155,27807,30737,27931,28052,27991,28246,29376,217,28051,27933,28670,27935,28114,32163,28004,28247,28315,30232,28005,28005,32162,29940,32162,32229,27,39305,33584,27792,27797,28005,28201,27951,33,28004,33591,27998,28119,35875,32161,28318,35876,28,27914,39615,28670,33630,130375,28137,27925,29374,29360,28002,33218,27933,29370,33225,39834,28132,28008,28006,28062,29933,29922,32190,33236,28246,28006,28016,28250,28005,100,27797,27997,36294,27933,27997,33230,28360,30022,28006,30232,29688
MD_7_A2,14490,51,3,3,27637,367,58,2,26168,32318,50,28402,28281,27999,27297,496,1283,496,3,164,28280,341,39583,38962,28543,33739,164,32562,29883,27005,3,28246,496,14465,497,497,33837,33843,32561,32952,28655,28552,33838,33819,29771,402,33843,26940,28661,31960,28549,50,32316,38951,27764,33854,33748,28543,142,35683,28500,179,52,292,116,7,7,26992,38951,522,362,50,3,28284,28540,26216,27641,27999,0,28082,368,3,38962,38828,28280,39465,29809,27149,39902,27544,39002,28405,477,39820,30061,8547,28246,27156,27995,28470,162,2,528,29810,497,27995,6,32317,26976,14492,29998,360,523,26153,496,28284,27994,483,362,27637,406,119,32321,50,497,26807,28540,51,32,32320,29815,32320,32631,27994,39365,33822,14477,14483,51,26941,422,27997,50,33839,3,165,35683,32561,26810,35684,27995,340,39820,27637,33221,130419,27538,353,28284,28270,59,32953,362,28280,33554,39227,27035,290,290,533,29808,29764,32589,33565,496,288,26173,27651,30,27989,14483,2,36103,362,2,33559,610,28424,288,28540,28096
Seagull_18_96_1_S14,27920,28089,28081,28081,29012,28025,28088,28080,28121,32844,28088,30018,28825,29697,28817,28328,29350,28328,28081,28190,28824,27999,38848,39068,29421,33986,28202,32936,30082,29127,28081,28791,28328,27905,28329,28329,34339,34347,32935,33195,29534,29428,34340,34333,29983,28053,34347,27420,29543,32313,29427,28076,32842,38523,28309,34359,34117,29421,28200,35965,30109,28209,28090,28096,28194,28085,28085,29112,38523,28138,28020,28088,28081,28828,29418,28045,29016,29687,28082,0,28026,28081,38538,38830,28824,38945,30007,29266,39473,28327,38585,30021,28133,39598,30478,28092,28791,29275,29693,30081,28101,28080,28144,30008,28329,29693,28084,32843,28710,27922,30805,28018,28139,27931,28328,28830,29687,28140,28020,29012,28022,28197,32847,28088,28329,28552,29418,28089,28086,32846,30013,32846,33004,29692,38443,34336,27907,27913,28089,27421,28038,29696,28088,34343,28081,28203,35965,32935,28555,35966,29693,27998,39598,29012,33235,130422,28915,28011,28828,28814,28085,33196,28022,28824,33792,38950,29152,28094,28096,28149,30006,29976,32963,33803,28328,28092,27954,29028,28088,29687,27913,28080,36387,28020,28080,33797,28442,30040,28092,29418,28345
ISLHD_2017_11_S82,14432,375,367,367,27575,3,374,366,26106,32260,374,28342,28221,27939,27241,620,1647,620,367,476,28220,225,39528,38908,28488,33688,488,32504,29829,26941,367,28186,620,14407,621,621,33775,33781,32503,32891,28600,28497,33776,33757,29717,346,33781,26884,28606,31907,28494,362,32258,38902,27709,33792,33686,28488,486,35620,28440,495,376,380,480,371,371,26928,38902,466,54,374,367,28224,28485,26158,27579,27939,368,28026,0,367,38913,38778,28220,39411,29755,27085,39851,27486,38953,28345,361,39762,30007,8489,28186,27092,27935,28410,390,366,472,29756,621,27935,370,32259,26917,14434,29940,52,467,26086,620,28224,27934,117,54,27575,350,483,32263,374,621,26749,28485,375,374,32262,29761,32262,32573,27934,39314,33760,14419,14425,375,26885,366,27937,374,33777,367,489,35620,32503,26752,35621,27935,224,39762,27575,33161,130354,27486,237,28224,28210,371,32892,54,28220,33503,39171,26971,378,378,477,29754,29710,32531,33514,620,376,26106,27599,374,27929,14425,366,36040,54,366,33508,734,28364,376,28485,28034
MD_7_A1,14489,50,2,2,27636,366,57,1,26167,32317,49,28401,28280,27998,27296,495,1282,495,2,163,28279,340,39582,38961,28542,33738,163,32561,29882,27004,2,28245,495,14464,496,496,33836,33842,32560,32951,28654,28551,33837,33818,29770,401,33842,26939,28660,31959,28548,49,32315,38950,27763,33853,33747,28542,141,35682,28499,178,51,291,115,4,6,26991,38950,521,361,49,2,28283,28539,26215,27640,27998,3,28081,367,0,38961,38827,28279,39464,29808,27148,39901,27543,39001,28404,476,39819,30060,8546,28245,27155,27994,28469,161,1,527,29809,496,27994,3,32316,26975,14491,29997,359,522,26152,495,28283,27993,482,361,27636,405,118,32320,49,496,26806,28539,50,31,32319,29814,32319,32630,27993,39364,33821,14476,14482,50,26940,421,27996,49,33838,0,164,35682,32560,26809,35683,27994,339,39819,27636,33220,130418,27537,352,28283,28269,58,32952,361,28279,33553,39226,27034,289,289,532,29807,29763,32588,33564,495,287,26172,27650,29,27988,14482,1,36102,361,1,33558,609,28423,287,28539,28095
ISLHD_2019_22,38827,38969,38960,38960,39289,38912,38968,38960,39309,37123,38968,39872,39621,39185,39447,39199,40225,39199,38961,39068,39620,38886,23334,21996,39335,37080,39082,37318,38810,39047,38961,39590,39199,38816,39200,39200,38850,38856,37317,37147,39447,39342,38851,38844,38786,38936,38856,39207,39454,36848,39341,38956,37121,157,39518,38867,39305,39334,39076,41725,39966,39087,38970,38976,39074,38965,38965,39033,157,39023,38906,38968,38961,39624,39332,39530,39293,39175,38962,38538,38913,38961,0,6358,39620,14384,38733,39182,23983,38690,226,39875,39022,24381,40331,39275,39588,39189,39181,39936,38983,38960,39029,38736,39200,39181,38964,37122,39821,38833,39851,38904,39022,38997,39199,39627,39177,39025,38906,39289,38907,39077,37126,38968,39200,39394,39332,38969,38968,37125,38741,37125,37383,39180,23302,38847,38818,38821,38969,39208,38921,39184,38968,38852,38961,39083,41725,37317,39397,41726,39181,38885,24381,39289,36197,130278,39255,38897,39624,39610,38963,37148,38907,39620,36887,22560,39068,38974,38976,39034,38734,38781,37346,36898,39199,38974,39017,39368,38968,39177,38821,38960,42142,38904,38960,36893,39313,39894,38974,39332,40163
Seagull_18_124_1_S26,38706,38835,38826,38826,39098,38777,38834,38826,39151,36789,38834,39796,39939,39091,39332,39061,40090,39061,38827,38934,39937,38751,23669,21264,39265,36749,38948,37171,38514,39004,38827,39908,39061,38695,39062,39062,38636,38642,37170,36882,39377,39272,38637,38630,38484,38800,38642,39539,39384,36616,39271,38822,36787,6342,39764,38653,39264,39264,38942,41469,39890,38953,38836,38842,38940,38831,38831,38988,6342,38887,38771,38834,38827,39942,39262,39515,39102,39081,38828,38830,38778,38827,6358,0,39938,14161,38437,39139,23532,38984,6410,39799,38887,23732,40159,39201,39906,39146,39087,39860,38849,38826,38893,38440,39062,39087,38830,36788,39744,38712,39532,38769,38886,38722,39061,39945,39083,38890,38771,39098,38771,38943,36792,38834,39062,39156,39262,38835,38834,36791,38445,36791,37236,39086,23559,38633,38697,38701,38835,39540,38785,39090,38834,38638,38827,38949,41469,37170,39159,41470,39087,38750,23732,39098,35815,130197,39298,38762,39942,39928,38831,36883,38770,39938,36556,21433,39025,38840,38842,38898,38438,38479,37199,36567,39061,38840,38746,39411,38834,39083,38701,38826,41887,38769,38826,36562,39175,39817,38840,39262,40382
SIML_2019_04,27675,28283,28279,28279,29165,28219,28286,28278,28883,32626,28282,29485,43,29379,28883,28524,29543,28524,28279,28388,86,28195,40300,40172,31067,33683,28396,32681,30736,29041,28279,293,28524,27663,28525,28525,33125,33131,32680,33458,31180,31074,33126,33117,30635,28247,33131,28656,31185,32949,31073,28274,32624,39607,28330,33140,33132,31067,28398,35590,29582,28407,28284,28298,28392,28283,28282,29031,39607,28337,28214,28282,28279,78,31064,28671,29169,29370,28280,28824,28220,28279,39620,39938,0,39009,30661,29182,40033,28895,39667,29488,28329,40265,31596,27995,291,29191,29375,29550,28303,28278,28343,30662,28525,29375,28282,32625,29001,27680,31178,28212,28338,28041,28524,67,29374,28332,28214,29165,28221,28395,32629,28282,28525,28718,31064,28283,28285,32628,30667,32628,32751,29374,40051,33120,27665,27671,28283,28657,28237,29378,28282,33127,28279,28397,35590,32680,28721,35591,29375,28194,40265,29165,34323,130545,29234,28208,78,77,28281,33459,28216,54,33493,40399,29068,28296,28296,28348,30660,30628,32711,33504,28524,28294,28063,29347,28286,29371,27671,28278,36009,28214,28278,33498,28638,29508,28294,31064,24172
